EventId,EventTemplate,Occurrences
1a1c191d,<*> <*>:<*>:<*>:<*>:0a:<*>,1
24b6fcba,<*> <*>:<*>:<*>:<*>:0a:<*> TestEPC,1
0215ec2d,Old mac= <*>:ed:<*>:a7:<*>:c<*>,1
3ea46957,New mac= fe:a9:ee:<*>:d1:<*>,1
26076f60,<*> 6c:f6:da:d8:f9:be,2
89845e18,<*> 6c:f6:da:d8:f9:be Vanhnee,2
2fecc571,<*> <*>:<*>:e7:e8:8b:d<*>,4
02cff7ef,<*> <*>:<*>:e7:e8:8b:d1 iPhone,3
67881d78,<*> f8:2f:a8:f6:6f:d<*>,2
5de03cb1,<*> f8:2f:a8:f6:6f:d1 DESKTOP-SIJ0AU<*>,2
97028d82,<*> <*>:<*>:fd:8c:6b:<*>,1
fb0d8277,<*> <*>:<*>:fd:8c:6b:<*> iPhone,1
f6e79d27,5a:3f:<*>:<*>:cb:f<*>,1
3db5881d,TCP: request_sock_TCPv6: Possible SYN flooding on port <*>. Sending cookies. Check SNMP counters.,1
4c5c52be,78:af:<*>:bf:<*>:4b,5
de5b44a2,<*> <*>:af:<*>:c0:<*>:<*>,2
f91223a9,<*> <*>:af:<*>:c0:<*>:<*> DESKTOP-JMHBLD<*>,2
6cc36c76,<*> ae:4c:<*>:<*>:ac:<*>,4
992e5212,<*> ae:4c:<*>:<*>:ac:<*> iPhone,2
b5d95273,<*> <*>:<*>:3f:b2:b0:<*>,1
be13cc1f,<*> <*>:<*>:3f:b2:b0:<*> 21061119AG,1
ffd4b2fb,f8:a9:d0:<*>:f4:<*>,1
2d36ccf1,<*> f8:a9:d0:<*>:f4:<*>,2
04680b5b,<*> f8:a9:d0:<*>:f4:<*> V60-ThinQ-5G-UW,1
f62d6a73,<*> c2:<*>:<*>:<*>:<*>:bb,2
6f37cb72,<*> da:de:f7:<*>:ce:<*>,6
4b1f8e1c,82:d8:4a:6c:6e:<*>,1
ffa6e7c3,2a:f2:9c:d0:0f:<*>,1
48183f79,1a:cd:a3:db:3d:e<*>,5
441b56b4,<*> 1a:cd:a3:db:3d:e<*>,8
fa8baf7f,<*> 1a:cd:a3:db:3d:e9 iQOO-Z9-Turbo-Lasting,3
2e126354,22:2f:2a:f1:<*>:<*>,1
d0ece9f1,<*> <*>:2f:2a:f1:<*>:<*>,2
69d20bc4,<*> <*>:2f:2a:f1:<*>:<*> Redmi-Note-<*>,1
7b67306d,ee:7f:5a:<*>:<*>:<*>,5
563dc17e,<*> ee:7f:5a:<*>:<*>:<*>,13
78ea1e88,be:f6:<*>:<*>:6c:c<*>,1
3ff4721d,8e:d8:b1:5a:<*>:c<*>,1
327ac671,<*> 8e:d8:b1:5a:<*>:c<*>,3
a5003531,36:<*>:<*>:ba:d6:<*>,1
bf3d2d49,<*> <*>:<*>:<*>:ba:d6:<*>,1
188a114c,b6:<*>:<*>:<*>:ac:c<*>,3
25171df0,<*> b6:<*>:<*>:<*>:ac:c<*>,4
bf0afaa7,<*> b6:<*>:<*>:<*>:ac:c9 realme-C<*>,1
cac715cb,5e:ea:db:dd:ce:<*>,1
f2918c71,fe:da:<*>:<*>:a4:<*>,3
ee53b265,<*> fe:da:<*>:<*>:a4:<*>,4
69d6f48e,<*> fe:da:<*>:<*>:a4:<*> iPhone,1
a100dce0,22:<*>:<*>:a7:fe:<*>,3
f1638a30,<*> <*>:<*>:<*>:a7:fe:<*>,4
a8e90bc8,<*> <*>:<*>:<*>:a7:fe:<*> Redmi-Note-<*>,1
57754669,1a:<*>:<*>:da:<*>:<*>,7
c8b380dc,<*> 1a:<*>:<*>:da:<*>:<*>,11
7d009252,<*> 1a:<*>:<*>:da:<*>:<*> Galaxy-S<*>,4
913bdc2f,52:c8:<*>:<*>:<*>:1b,4
1f3fefe6,f4:<*>:e2:bf:8a:1e,3
abdcf87f,56:e4:ec:e2:b9:<*>,6
15b199fd,26:e2:8f:ad:<*>:1b,2
67e507dd,<*> <*>:e2:8f:ad:<*>:1b,5
0b014d4d,<*> <*>:e2:8f:ad:<*>:1b iPhone,3
033620f1,06:c2:b0:<*>:e4:b<*>,4
f6d5ebb7,<*> <*>:c2:b0:<*>:e4:b<*>,5
8a310966,<*> <*>:c2:b0:<*>:e4:b3 iQOO-Z9-Turbo-Lasting,1
d9499938,b6:ab:1a:<*>:4a:ec,2
44b47dbf,72:<*>:0a:<*>:<*>:<*>,3
4d536365,<*> <*>:<*>:0a:<*>:<*>:<*>,6
87e5e47d,<*> <*>:<*>:0a:<*>:<*>:<*> iPhone,2
429efebd,fa:c4:<*>:f3:<*>:d<*>,2
1dc9db20,24:f5:aa:b6:<*>:a<*>,2
391b8ee5,<*> <*>:f5:aa:b6:<*>:a<*>,4
232eaf3d,<*> <*>:f5:aa:b6:<*>:a9 L,2
846a374f,Error reading fw<*>,1
6dbbceb7,dc:<*>:<*>:c0:ca:<*>,1
69b404a9,<*> dc:<*>:<*>:c0:ca:<*>,3
4e359bea,<*> dc:<*>:<*>:c0:ca:<*> DESKTOP-045C7SK,2
33c6c857,fa:cb:<*>:8a:<*>:af,5
634312e9,<*> fa:cb:<*>:8a:<*>:af,6
270f6212,5c:<*>:<*>:7c:<*>:a<*>,7
fb403103,<*> 5c:<*>:<*>:7c:<*>:a<*>,12
13c7d0eb,<*> 5c:<*>:<*>:7c:<*>:a3 Galaxy-J3-Pro,5
42bffc40,<*> fa:cb:<*>:8a:<*>:af Galaxy-A90-5G,1
003ca038,8e:c8:2b:<*>:ea:<*>,2
62b175b3,ba:<*>:a5:<*>:<*>:<*>,2
e39ab553,<*> ba:<*>:a5:<*>:<*>:<*>,3
eab94cd8,<*> ba:<*>:a5:<*>:<*>:<*> OnePlus-<*>-5G,1
ce606bf0,ee:ce:f9:4f:<*>:<*>,3
ec0e9768,3a:<*>:<*>:<*>:c3:b<*>,7
9d5368f9,<*> 3a:<*>:<*>:<*>:c3:b<*>,8
9221677c,<*> 3a:<*>:<*>:<*>:c3:b6 iPhone,1
ea300301,e2:a4:6c:fb:a3:<*>,3
1f8b4713,<*> e2:a4:6c:fb:a3:<*>,4
c936fa29,<*> e2:a4:6c:fb:a3:<*> Galaxy-A<*>,1
f42daefc,ce:<*>:9d:<*>:2a:c<*>,2
286c8fd1,76:a1:5b:bd:<*>:<*>,2
9440bc43,<*> <*>:a1:5b:bd:<*>:<*>,4
f73d6a8f,7e:<*>:b1:fb:f5:<*>,3
99f4c5fc,<*> 7e:<*>:b1:fb:f5:<*>,4
462e7d49,<*> 7e:<*>:b1:fb:f5:<*> Hikaru-Tran,1
2276c52e,6a:de:8a:be:ef:e<*>,7
f479ef64,<*> 6a:de:8a:be:ef:e<*>,9
34e71596,<*> 6a:de:8a:be:ef:e2 A50-cua-Thao,2
cb244cb4,f0:9e:4a:b0:c9:<*>,1
c203142b,76:2d:b5:<*>:db:0f,2
edbd1df4,<*> <*>:2d:b5:<*>:db:0f,4
2d3c50d1,52:b5:<*>:bf:<*>:8e,1
f9dacfd9,<*> <*>:b5:<*>:bf:<*>:8e,2
36927707,<*> <*>:b5:<*>:bf:<*>:8e iPhone,1
c84a04fe,c2:bc:c6:<*>:3c:9a,3
c04b0a9d,a2:1e:<*>:<*>:9b:a<*>,2
14a2f92f,ae:<*>:9a:0e:<*>:a<*>,3
22c7c9e0,<*> ae:<*>:9a:0e:<*>:a<*>,7
747e5b71,f2:<*>:b2:8d:<*>:<*>,2
bec95e8e,<*> f2:<*>:b2:8d:<*>:<*>,4
